URL,XPath 1,XPath 2,XPath 3,XPath 4,XPath 5,XPath 6,XPath 7,XPath 8,XPath 9,XPath 10
https://www.powerball.com/draw-result?gc=powerball&date=2016-01-13,4,8,19,27,34,10,$1.59 Billion,"CA, FL, TN","AZ, FL, IA, NC (2), NJ, TN, TX","AZ (3), CA (12), CT (3), FL (11), GA (2), IL (2), IN, KS (2), KY (3), LA, MA (2), MD (3), MI (5), NJ, NY (5), OH (3), OK, PA (3), RI (2), TX (3), VA (2), WA (2), WV"
https://www.powerball.com/draw-result?gc=powerball&date=2016-01-16,3,51,52,61,64,6,$40 Million,None,AZ,"NY, PA"
https://www.powerball.com/draw-result?gc=powerball&date=2016-01-20,5,39,44,47,69,24,$50 Million,None,None,GA
https://www.powerball.com/draw-result?gc=powerball&date=2016-01-23,22,32,34,40,69,19,$63 Million,None,None,None
https://www.powerball.com/draw-result?gc=powerball&date=2016-01-27,3,12,40,52,67,21,$81 Million,None,None,MD
https://www.powerball.com/draw-result?gc=powerball&date=2016-01-30,5,12,16,31,43,18,$98 Million,None,None,"NY, TX"
https://www.powerball.com/draw-result?gc=powerball&date=2016-02-03,26,28,31,60,67,23,$117 Million,None,FL,TX
https://www.powerball.com/draw-result?gc=powerball&date=2016-02-06,4,13,31,36,52,8,$136 Million,None,None,IL
https://www.powerball.com/draw-result?gc=powerball&date=2016-02-10,2,3,40,50,62,5,$155 Million,None,None,None
https://www.powerball.com/draw-result?gc=powerball&date=2016-02-13,7,15,18,19,36,20,$171 Million,None,None,"CA, NY, PA, PR"
https://www.powerball.com/draw-result?gc=powerball&date=2016-02-17,7,17,27,29,40,25,$190 Million,None,None,"NY, OK, VT"
https://www.powerball.com/draw-result?gc=powerball&date=2016-02-20,11,12,15,16,54,25,$215 Million,None,OK,"CA, CT, GA, NY, VA, WI"
https://www.powerball.com/draw-result?gc=powerball&date=2016-02-24,21,31,64,65,67,5,$238 Million,None,None,NC
https://www.powerball.com/draw-result?gc=powerball&date=2016-02-27,10,11,21,22,53,18,$265 Million,None,None,"NJ, TX, WI"
https://www.powerball.com/draw-result?gc=powerball&date=2016-03-02,12,13,44,52,62,6,$291 Million,FL,None,CA
https://www.powerball.com/draw-result?gc=powerball&date=2016-03-05,3,27,34,59,69,19,$40 Million,None,None,None
https://www.powerball.com/draw-result?gc=powerball&date=2016-03-09,14,23,32,34,68,3,$50 Million,None,None,None
https://www.powerball.com/draw-result?gc=powerball&date=2016-03-12,11,28,50,57,62,23,$60 Million,None,None,None
https://www.powerball.com/draw-result?gc=powerball&date=2016-03-16,10,12,13,46,50,21,$70 Million,None,None,"AZ, IL"
https://www.powerball.com/draw-result?gc=powerball&date=2016-03-19,11,23,43,54,60,3,$80 Million,None,None,None
https://www.powerball.com/draw-result?gc=powerball&date=2016-03-23,5,8,15,22,49,25,$90 Million,None,None,VA
https://www.powerball.com/draw-result?gc=powerball&date=2016-03-26,11,23,42,52,68,6,$102 Million,None,"AZ, WI","NJ, TX"
https://www.powerball.com/draw-result?gc=powerball&date=2016-03-30,24,44,53,55,63,19,$117 Million,None,None,None
https://www.powerball.com/draw-result?gc=powerball&date=2016-04-02,9,28,30,40,61,3,$133 Million,None,None,TN
https://www.powerball.com/draw-result?gc=powerball&date=2016-04-06,4,28,49,60,65,25,$150 Million,None,FL,MA
https://www.powerball.com/draw-result?gc=powerball&date=2016-04-09,14,22,23,41,61,9,$167 Million,None,TX,"MN, NJ"
https://www.powerball.com/draw-result?gc=powerball&date=2016-04-13,30,33,35,38,64,22,$185 Million,None,None,"CA, MN, NJ"
https://www.powerball.com/draw-result?gc=powerball&date=2016-04-16,3,18,25,32,51,3,$206 Million,None,None,GA
https://www.powerball.com/draw-result?gc=powerball&date=2016-04-20,12,25,30,52,62,8,$228 Million,None,None,ND
https://www.powerball.com/draw-result?gc=powerball&date=2016-04-23,19,35,46,59,62,13,$257 Million,None,None,"FL, NY"
https://www.powerball.com/draw-result?gc=powerball&date=2016-04-27,2,25,33,39,64,17,$282 Million,None,None,TX
https://www.powerball.com/draw-result?gc=powerball&date=2016-04-30,3,12,16,32,34,14,$315 Million,None,None,"CA, NY (2)"
https://www.powerball.com/draw-result?gc=powerball&date=2016-05-04,30,47,57,66,69,3,$362 Million,None,None,"FL, NY"
https://www.powerball.com/draw-result?gc=powerball&date=2016-05-07,5,25,26,44,66,9,$430 Million,NJ,None,"CA, IL (2), NY (3), VA"
https://www.powerball.com/draw-result?gc=powerball&date=2016-05-11,20,32,52,66,69,23,$40 Million,None,None,None
https://www.powerball.com/draw-result?gc=powerball&date=2016-05-14,13,27,47,64,65,9,$50 Million,None,None,"MN, MO"
https://www.powerball.com/draw-result?gc=powerball&date=2016-05-18,23,25,39,54,67,11,$60 Million,None,None,NJ
https://www.powerball.com/draw-result?gc=powerball&date=2016-05-21,5,7,9,23,32,26,$70 Million,None,NJ,"AZ, CA"
https://www.powerball.com/draw-result?gc=powerball&date=2016-05-25,11,24,41,59,64,15,$80 Million,None,None,None
https://www.powerball.com/draw-result?gc=powerball&date=2016-05-28,6,33,34,58,59,12,$90 Million,None,None,SC
https://www.powerball.com/draw-result?gc=powerball&date=2016-06-01,23,30,33,40,69,12,$100 Million,None,None,"CA, NY"
https://www.powerball.com/draw-result?gc=powerball&date=2016-06-04,16,20,22,43,64,17,$110 Million,None,None,None
https://www.powerball.com/draw-result?gc=powerball&date=2016-06-08,12,25,37,60,69,20,$124 Million,None,None,None
https://www.powerball.com/draw-result?gc=powerball&date=2016-06-11,20,27,36,41,58,7,$138 Million,None,None,"GA, TX"
https://www.powerball.com/draw-result?gc=powerball&date=2016-06-15,4,22,24,31,33,10,$153 Million,None,CO,MI
https://www.powerball.com/draw-result?gc=powerball&date=2016-06-18,2,23,41,53,63,11,$168 Million,None,NY,"MO, NJ"
https://www.powerball.com/draw-result?gc=powerball&date=2016-06-22,14,40,42,43,52,17,$184 Million,None,None,None
https://www.powerball.com/draw-result?gc=powerball&date=2016-06-25,3,27,36,56,69,25,$203 Million,None,None,"LA, NY, OR, WV"
https://www.powerball.com/draw-result?gc=powerball&date=2016-06-29,23,29,37,60,64,6,$223 Million,None,FL,"FL, VA"
https://www.powerball.com/draw-result?gc=powerball&date=2016-07-02,10,34,39,59,63,4,$239 Million,None,"CO, IN",MN
https://www.powerball.com/draw-result?gc=powerball&date=2016-07-06,2,24,31,57,66,18,$261 Million,None,None,"CA (2), WV"
https://www.powerball.com/draw-result?gc=powerball&date=2016-07-09,10,28,32,61,64,12,$281 Million,None,None,"CA, MA, NJ"
https://www.powerball.com/draw-result?gc=powerball&date=2016-07-13,3,15,29,54,57,10,$303 Million,None,None,"IN, MI"
https://www.powerball.com/draw-result?gc=powerball&date=2016-07-16,11,17,40,50,62,26,$336 Million,None,IA,"CO, PA, VA"
https://www.powerball.com/draw-result?gc=powerball&date=2016-07-20,6,25,35,58,66,5,$361 Million,None,None,"NY, RI"
https://www.powerball.com/draw-result?gc=powerball&date=2016-07-23,5,7,23,35,39,11,$391 Million,None,None,None
https://www.powerball.com/draw-result?gc=powerball&date=2016-07-27,10,47,50,65,68,24,$435 Million,None,FL,"OH, PA, VA"
https://www.powerball.com/draw-result?gc=powerball&date=2016-07-30,11,17,21,23,32,5,$487 Million,NH,PA,"CA (3), FL, GA (3), NE, NH, PA, SC, TN, WA, WV"
https://www.powerball.com/draw-result?gc=powerball&date=2016-08-03,9,11,27,66,67,2,$40 Million,None,None,NC
https://www.powerball.com/draw-result?gc=powerball&date=2016-08-06,20,33,36,47,52,12,$55 Million,None,None,"CA, WI"
https://www.powerball.com/draw-result?gc=powerball&date=2016-08-10,23,56,61,64,67,12,$68 Million,None,None,"CA, MN"
https://www.powerball.com/draw-result?gc=powerball&date=2016-08-13,38,44,60,64,69,6,$81 Million,None,None,GA
https://www.powerball.com/draw-result?gc=powerball&date=2016-08-17,33,44,49,50,52,8,$95 Million,None,None,None
https://www.powerball.com/draw-result?gc=powerball&date=2016-08-20,3,6,21,60,68,24,$113 Million,None,None,MA
https://www.powerball.com/draw-result?gc=powerball&date=2016-08-24,9,11,25,64,65,16,$126 Million,None,None,"KS, NJ"
https://www.powerball.com/draw-result?gc=powerball&date=2016-08-27,4,32,48,49,63,20,$140 Million,None,None,None
https://www.powerball.com/draw-result?gc=powerball&date=2016-08-31,5,10,24,56,61,12,$154 Million,None,None,None
https://www.powerball.com/draw-result?gc=powerball&date=2016-09-03,7,39,50,59,67,25,$172 Million,None,None,None
https://www.powerball.com/draw-result?gc=powerball&date=2016-09-07,22,23,29,33,55,21,$186 Million,None,None,"TX, WA"
https://www.powerball.com/draw-result?gc=powerball&date=2016-09-10,3,17,49,55,68,8,$207 Million,None,None,"CA, KS"
https://www.powerball.com/draw-result?gc=powerball&date=2016-09-14,10,11,23,28,31,14,$225 Million,None,None,"DC, IN, VA"
https://www.powerball.com/draw-result?gc=powerball&date=2016-09-17,9,19,51,55,62,14,$247 Million,GA,None,None
https://www.powerball.com/draw-result?gc=powerball&date=2016-09-21,1,28,63,67,69,17,$40 Million,None,None,NC
https://www.powerball.com/draw-result?gc=powerball&date=2016-09-24,7,15,20,29,41,22,$50 Million,None,None,CA
https://www.powerball.com/draw-result?gc=powerball&date=2016-09-28,30,38,52,53,62,1,$60 Million,None,None,TX
https://www.powerball.com/draw-result?gc=powerball&date=2016-10-01,2,12,50,61,64,1,$70 Million,None,None,LA
https://www.powerball.com/draw-result?gc=powerball&date=2016-10-05,8,18,27,29,60,15,$80 Million,None,None,IA
https://www.powerball.com/draw-result?gc=powerball&date=2016-10-08,3,54,61,64,68,9,$93 Million,None,None,None
https://www.powerball.com/draw-result?gc=powerball&date=2016-10-12,16,30,34,37,44,16,$106 Million,None,None,None
https://www.powerball.com/draw-result?gc=powerball&date=2016-10-15,23,49,57,64,67,20,$123 Million,None,PR,None
https://www.powerball.com/draw-result?gc=powerball&date=2016-10-19,10,16,38,43,63,23,$136 Million,None,None,FL
https://www.powerball.com/draw-result?gc=powerball&date=2016-10-22,1,28,33,55,56,22,$150 Million,None,None,FL
https://www.powerball.com/draw-result?gc=powerball&date=2016-10-26,2,3,16,48,56,24,$164 Million,None,None,MO
https://www.powerball.com/draw-result?gc=powerball&date=2016-10-29,19,20,21,42,48,23,$183 Million,None,None,"GA, LA"
https://www.powerball.com/draw-result?gc=powerball&date=2016-11-02,13,18,37,54,61,5,$200 Million,None,None,CA
https://www.powerball.com/draw-result?gc=powerball&date=2016-11-05,21,31,50,51,69,8,$218 Million,None,None,None
https://www.powerball.com/draw-result?gc=powerball&date=2016-11-09,1,25,28,31,54,2,$237 Million,None,None,None
https://www.powerball.com/draw-result?gc=powerball&date=2016-11-12,8,17,20,27,52,24,$270 Million,None,None,"FL, NY, PA"
https://www.powerball.com/draw-result?gc=powerball&date=2016-11-16,28,41,61,63,65,7,$294 Million,None,None,None
https://www.powerball.com/draw-result?gc=powerball&date=2016-11-19,16,24,28,43,61,21,$334 Million,None,None,MI
https://www.powerball.com/draw-result?gc=powerball&date=2016-11-23,7,32,41,47,61,3,$374 Million,None,None,"CA, FL, MD"
https://www.powerball.com/draw-result?gc=powerball&date=2016-11-26,17,19,21,37,44,16,$421 Million,TN,NC,"MN, PA (2)"
https://www.powerball.com/draw-result?gc=powerball&date=2016-11-30,3,14,18,25,45,7,$40 Million,None,None,TX
https://www.powerball.com/draw-result?gc=powerball&date=2016-12-03,8,10,26,27,33,22,$55 Million,None,LA,"GA, NC, PA"
https://www.powerball.com/draw-result?gc=powerball&date=2016-12-07,41,48,49,53,64,20,$69 Million,None,None,None
https://www.powerball.com/draw-result?gc=powerball&date=2016-12-10,12,21,32,44,66,15,$86 Million,None,None,TX
https://www.powerball.com/draw-result?gc=powerball&date=2016-12-14,18,26,37,39,66,15,$102 Million,None,None,None
https://www.powerball.com/draw-result?gc=powerball&date=2016-12-17,1,8,16,40,48,10,$122 Million,DE,None,"CA, NY"
https://www.powerball.com/draw-result?gc=powerball&date=2016-12-21,25,33,40,54,68,3,$40 Million,None,None,None
https://www.powerball.com/draw-result?gc=powerball&date=2016-12-24,28,38,42,51,52,21,$50 Million,None,None,KS
https://www.powerball.com/draw-result?gc=powerball&date=2016-12-28,16,23,30,44,58,4,$60 Million,None,FL,None
https://www.powerball.com/draw-result?gc=powerball&date=2016-12-31,1,3,28,57,67,9,$70 Million,None,None,None
https://www.powerball.com/draw-result?gc=powerball&date=2017-01-04,16,17,29,41,42,4,$80 Million,None,None,None
https://www.powerball.com/draw-result?gc=powerball&date=2017-01-07,3,12,24,37,63,10,$91 Million,None,None,NY
https://www.powerball.com/draw-result?gc=powerball&date=2017-01-11,1,3,13,16,43,24,$106 Million,None,WV,None
https://www.powerball.com/draw-result?gc=powerball&date=2017-01-14,23,55,59,64,69,13,$123 Million,None,None,None
https://www.powerball.com/draw-result?gc=powerball&date=2017-01-18,9,40,41,53,58,12,$137 Million,None,None,IL
https://www.powerball.com/draw-result?gc=powerball&date=2017-01-21,23,25,45,52,67,2,$155 Million,None,WA,CT
https://www.powerball.com/draw-result?gc=powerball&date=2017-01-25,18,28,62,66,68,22,$170 Million,None,None,FL
https://www.powerball.com/draw-result?gc=powerball&date=2017-01-28,12,20,39,49,69,17,$189 Million,None,None,"IL, NJ, PA"
https://www.powerball.com/draw-result?gc=powerball&date=2017-02-01,9,43,57,60,64,10,$210 Million,None,None,"CO (2), KY, TX"
https://www.powerball.com/draw-result?gc=powerball&date=2017-02-04,6,13,16,17,52,25,$234 Million,None,TX,NJ
https://www.powerball.com/draw-result?gc=powerball&date=2017-02-08,14,20,42,49,66,5,$258 Million,None,None,"CA, GA, PA"
https://www.powerball.com/draw-result?gc=powerball&date=2017-02-11,5,9,17,37,64,2,$284 Million,None,PR (4),MO
https://www.powerball.com/draw-result?gc=powerball&date=2017-02-15,5,28,33,38,42,19,$317 Million,None,None,"CA, FL, GA, NJ, NY"
https://www.powerball.com/draw-result?gc=powerball&date=2017-02-18,3,7,9,31,33,20,$361 Million,None,"PA, RI, TX","LA, MD, NJ, NY, PA, TX"
https://www.powerball.com/draw-result?gc=powerball&date=2017-02-22,10,13,28,52,61,2,$435 Million,IN,NJ,"KS, MA (2), NY (2), TX"
https://www.powerball.com/draw-result?gc=powerball&date=2017-02-25,6,32,47,62,65,19,$40 Million,None,None,PA
https://www.powerball.com/draw-result?gc=powerball&date=2017-03-01,10,16,40,52,55,17,$54 Million,None,None,None
https://www.powerball.com/draw-result?gc=powerball&date=2017-03-04,2,18,19,22,63,19,$71 Million,None,None,PA
https://www.powerball.com/draw-result?gc=powerball&date=2017-03-08,23,33,42,46,59,4,$87 Million,None,None,None
https://www.powerball.com/draw-result?gc=powerball&date=2017-03-11,1,26,41,50,57,11,$107 Million,None,None,None
https://www.powerball.com/draw-result?gc=powerball&date=2017-03-15,16,30,41,48,53,16,$123 Million,None,IA,GA
https://www.powerball.com/draw-result?gc=powerball&date=2017-03-18,13,25,44,54,67,5,$140 Million,None,None,"MN, TX"
https://www.powerball.com/draw-result?gc=powerball&date=2017-03-22,2,9,27,29,42,9,$156 Million,WI,None,"NY, SC"
https://www.powerball.com/draw-result?gc=powerball&date=2017-03-25,18,31,32,45,48,16,$40 Million,None,None,None
https://www.powerball.com/draw-result?gc=powerball&date=2017-03-29,8,15,31,36,62,11,$50 Million,None,None,OK
https://www.powerball.com/draw-result?gc=powerball&date=2017-04-01,9,32,36,44,65,1,$60 Million,AZ,None,FL
https://www.powerball.com/draw-result?gc=powerball&date=2017-04-05,8,20,46,53,54,13,$40 Million,None,None,"CA, PA"
https://www.powerball.com/draw-result?gc=powerball&date=2017-04-08,23,36,51,53,60,15,$50 Million,None,None,None
https://www.powerball.com/draw-result?gc=powerball&date=2017-04-12,8,14,61,63,68,24,$60 Million,None,None,FL
https://www.powerball.com/draw-result?gc=powerball&date=2017-04-15,5,22,26,45,61,13,$70 Million,None,None,None
https://www.powerball.com/draw-result?gc=powerball&date=2017-04-19,1,19,37,40,52,15,$80 Million,None,None,NY
https://www.powerball.com/draw-result?gc=powerball&date=2017-04-22,21,39,41,48,63,6,$90 Million,None,None,FL
https://www.powerball.com/draw-result?gc=powerball&date=2017-04-26,1,15,18,26,51,26,$100 Million,None,None,"CA, IL, NY"
https://www.powerball.com/draw-result?gc=powerball&date=2017-04-29,22,23,24,45,62,5,$115 Million,None,None,WV
https://www.powerball.com/draw-result?gc=powerball&date=2017-05-03,17,18,49,59,66,9,$131 Million,None,None,AZ
https://www.powerball.com/draw-result?gc=powerball&date=2017-05-06,11,21,31,41,59,21,$149 Million,None,None,"IN, ME, NE, NJ"
https://www.powerball.com/draw-result?gc=powerball&date=2017-05-10,29,31,46,56,62,8,$166 Million,None,None,"KY, NJ, NY"
https://www.powerball.com/draw-result?gc=powerball&date=2017-05-13,17,20,32,63,68,19,$185 Million,None,None,"CA, KS, MA"
https://www.powerball.com/draw-result?gc=powerball&date=2017-05-17,4,11,39,45,48,9,$206 Million,None,None,OR
https://www.powerball.com/draw-result?gc=powerball&date=2017-05-20,5,22,45,47,54,3,$226 Million,None,None,"CA, FL"
https://www.powerball.com/draw-result?gc=powerball&date=2017-05-24,28,32,33,38,62,15,$249 Million,None,None,NY
https://www.powerball.com/draw-result?gc=powerball&date=2017-05-27,5,10,28,55,67,9,$275 Million,None,None,"AZ, ME, NY"
https://www.powerball.com/draw-result?gc=powerball&date=2017-05-31,4,33,39,46,60,6,$305 Million,None,None,None
https://www.powerball.com/draw-result?gc=powerball&date=2017-06-03,3,9,21,41,54,25,$338 Million,None,FL,"FL, NY, OH"
https://www.powerball.com/draw-result?gc=powerball&date=2017-06-07,5,21,57,66,69,13,$381 Million,None,NC,"CA, PA, RI"
https://www.powerball.com/draw-result?gc=powerball&date=2017-06-10,20,26,32,38,58,3,$448 Million,CA,None,"CA (2), OH"
https://www.powerball.com/draw-result?gc=powerball&date=2017-06-14,5,22,43,57,63,24,$40 Million,None,None,None
https://www.powerball.com/draw-result?gc=powerball&date=2017-06-17,10,13,32,53,62,21,$53 Million,None,None,MO
https://www.powerball.com/draw-result?gc=powerball&date=2017-06-21,14,46,61,65,68,13,$65 Million,None,PR,FL
https://www.powerball.com/draw-result?gc=powerball&date=2017-06-24,10,22,32,36,58,10,$79 Million,None,None,"PA, TX"
https://www.powerball.com/draw-result?gc=powerball&date=2017-06-28,29,37,46,53,68,8,$92 Million,None,None,None
https://www.powerball.com/draw-result?gc=powerball&date=2017-07-01,19,42,45,48,53,16,$109 Million,None,None,ID
https://www.powerball.com/draw-result?gc=powerball&date=2017-07-05,4,9,16,54,68,21,$123 Million,None,None,None
https://www.powerball.com/draw-result?gc=powerball&date=2017-07-08,8,10,29,40,59,26,$140 Million,None,None,VA
https://www.powerball.com/draw-result?gc=powerball&date=2017-07-12,1,2,18,23,61,9,$155 Million,None,None,NJ
https://www.powerball.com/draw-result?gc=powerball&date=2017-07-15,9,40,63,64,66,17,$171 Million,None,AR,None
https://www.powerball.com/draw-result?gc=powerball&date=2017-07-19,50,51,59,61,63,4,$186 Million,None,None,None
https://www.powerball.com/draw-result?gc=powerball&date=2017-07-22,5,32,44,53,60,9,$201 Million,None,None,"CA, NY, VA"
https://www.powerball.com/draw-result?gc=powerball&date=2017-07-26,7,19,21,42,69,12,$219 Million,None,AZ,"AZ, KS, MA"
https://www.powerball.com/draw-result?gc=powerball&date=2017-07-29,1,28,40,45,48,12,$243 Million,None,None,None
https://www.powerball.com/draw-result?gc=powerball&date=2017-08-02,1,16,54,63,69,18,$263 Million,None,MA,None
https://www.powerball.com/draw-result?gc=powerball&date=2017-08-05,11,21,28,33,45,11,$287 Million,None,"KS, TX","IL, NY, PA"
https://www.powerball.com/draw-result?gc=powerball&date=2017-08-09,12,30,36,47,62,9,$324 Million,None,None,"IA, OR, TX"
https://www.powerball.com/draw-result?gc=powerball&date=2017-08-12,20,24,26,35,49,19,$371 Million,None,None,"CA (2), IL, NY, TX"
https://www.powerball.com/draw-result?gc=powerball&date=2017-08-16,9,15,43,60,64,4,$433 Million,None,TX,"CA, FL"
https://www.powerball.com/draw-result?gc=powerball&date=2017-08-19,17,19,39,43,68,13,$542 Million,None,"SC, TN","CA, FL (2), MO (2), NC, NJ, PA"
https://www.powerball.com/draw-result?gc=powerball&date=2017-08-23,6,7,16,23,26,4,$759 Million,MA,"CT, IL, LA, NM, PA, VI","CA (3), CO, CT, FL (3), GA (2), MA (2), MD, ME, MI (3), MN, NC, NJ (2), NM, NY (3), OH, PA (4), SC, TX (2), VA"
https://www.powerball.com/draw-result?gc=powerball&date=2017-08-26,7,15,32,38,66,15,$40 Million,None,None,TX
https://www.powerball.com/draw-result?gc=powerball&date=2017-08-30,19,28,43,67,69,7,$54 Million,None,None,CA
https://www.powerball.com/draw-result?gc=powerball&date=2017-09-02,6,21,41,52,62,26,$71 Million,None,None,"MI, TX, VA"
https://www.powerball.com/draw-result?gc=powerball&date=2017-09-06,8,14,32,58,67,17,$85 Million,None,None,NJ
https://www.powerball.com/draw-result?gc=powerball&date=2017-09-09,6,20,29,57,59,22,$100 Million,None,None,CA
https://www.powerball.com/draw-result?gc=powerball&date=2017-09-13,17,24,35,57,63,19,$116 Million,None,None,CA
https://www.powerball.com/draw-result?gc=powerball&date=2017-09-16,17,18,24,25,31,24,$133 Million,CO,"ID, OR","AR, CA (2), IL, MO, OH, PA"
https://www.powerball.com/draw-result?gc=powerball&date=2017-09-20,39,48,53,67,68,26,$40 Million,None,None,IN
https://www.powerball.com/draw-result?gc=powerball&date=2017-09-23,24,45,55,56,57,19,$54 Million,None,None,IN
https://www.powerball.com/draw-result?gc=powerball&date=2017-09-27,8,10,21,23,25,22,$66 Million,None,None,"MA, MI, RI, TX"
https://www.powerball.com/draw-result?gc=powerball&date=2017-09-30,8,12,25,41,64,15,$82 Million,None,None,None
https://www.powerball.com/draw-result?gc=powerball&date=2017-10-04,22,23,62,63,66,24,$96 Million,None,None,None
https://www.powerball.com/draw-result?gc=powerball&date=2017-10-07,10,49,61,63,65,7,$112 Million,None,LA,None
https://www.powerball.com/draw-result?gc=powerball&date=2017-10-11,1,3,13,19,69,23,$127 Million,None,NC,None
https://www.powerball.com/draw-result?gc=powerball&date=2017-10-14,32,37,56,66,69,11,$141 Million,None,None,None
https://www.powerball.com/draw-result?gc=powerball&date=2017-10-18,30,49,54,66,69,8,$156 Million,None,TX,"CA, WI"
https://www.powerball.com/draw-result?gc=powerball&date=2017-10-21,14,41,42,45,69,4,$174 Million,None,None,TX
https://www.powerball.com/draw-result?gc=powerball&date=2017-10-25,18,22,29,54,57,8,$191 Million,LA,None,FL (2)
https://www.powerball.com/draw-result?gc=powerball&date=2017-10-28,27,35,38,57,66,10,$40 Million,None,None,None
https://www.powerball.com/draw-result?gc=powerball&date=2017-11-01,3,6,19,26,44,1,$50 Million,None,None,TX
https://www.powerball.com/draw-result?gc=powerball&date=2017-11-04,12,14,26,48,51,13,$63 Million,None,None,"FL, IA"
https://www.powerball.com/draw-result?gc=powerball&date=2017-11-08,12,14,20,21,34,22,$76 Million,None,None,PA
https://www.powerball.com/draw-result?gc=powerball&date=2017-11-11,4,6,16,30,56,18,$90 Million,None,"FL, SC",None
https://www.powerball.com/draw-result?gc=powerball&date=2017-11-15,23,32,44,48,50,25,$104 Million,None,NC,CA
https://www.powerball.com/draw-result?gc=powerball&date=2017-11-18,17,28,31,32,39,26,$121 Million,None,None,"FL, LA, MN"
https://www.powerball.com/draw-result?gc=powerball&date=2017-11-22,35,37,46,51,61,13,$135 Million,None,None,None
https://www.powerball.com/draw-result?gc=powerball&date=2017-11-25,8,13,27,53,54,4,$147 Million,None,None,"CA, IN, OR"
https://www.powerball.com/draw-result?gc=powerball&date=2017-11-29,24,26,28,59,63,16,$161 Million,None,None,MI
https://www.powerball.com/draw-result?gc=powerball&date=2017-12-02,28,30,32,36,58,6,$179 Million,None,None,RI
https://www.powerball.com/draw-result?gc=powerball&date=2017-12-06,19,20,50,55,62,9,$194 Million,None,None,None
https://www.powerball.com/draw-result?gc=powerball&date=2017-12-09,25,36,37,55,60,6,$212 Million,None,WA,"MN, VA"
https://www.powerball.com/draw-result?gc=powerball&date=2017-12-13,2,24,28,51,58,7,$230 Million,None,None,TX
https://www.powerball.com/draw-result?gc=powerball&date=2017-12-16,9,35,37,50,63,11,$249 Million,None,None,NY
https://www.powerball.com/draw-result?gc=powerball&date=2017-12-20,1,20,61,64,69,20,$272 Million,None,None,None
https://www.powerball.com/draw-result?gc=powerball&date=2017-12-23,1,3,13,15,44,25,$310 Million,None,None,MO
https://www.powerball.com/draw-result?gc=powerball&date=2017-12-27,3,9,16,56,60,3,$340 Million,None,GA,None
https://www.powerball.com/draw-result?gc=powerball&date=2017-12-30,28,36,41,51,58,24,$390 Million,None,OR,"IA, NH, NJ"
https://www.powerball.com/draw-result?gc=powerball&date=2018-01-03,2,18,37,39,42,12,$461 Million,None,FL,"CA, FL, NC, NY, OR"
https://www.powerball.com/draw-result?gc=powerball&date=2018-01-06,12,29,30,33,61,26,$560 Million,NH,None,"CT, NJ (2), SC, TX (2), WA"
https://www.powerball.com/draw-result?gc=powerball&date=2018-01-10,7,24,33,49,50,4,$40 Million,None,None,NY
https://www.powerball.com/draw-result?gc=powerball&date=2018-01-13,14,25,35,58,69,24,$50 Million,None,None,"AZ, OR"
https://www.powerball.com/draw-result?gc=powerball&date=2018-01-17,3,33,37,51,57,21,$62 Million,None,PR,NY
https://www.powerball.com/draw-result?gc=powerball&date=2018-01-20,26,28,47,49,58,3,$79 Million,None,None,None
https://www.powerball.com/draw-result?gc=powerball&date=2018-01-24,5,9,11,33,64,21,$94 Million,None,None,KS
https://www.powerball.com/draw-result?gc=powerball&date=2018-01-27,17,21,26,47,54,7,$113 Million,None,NC,GA
https://www.powerball.com/draw-result?gc=powerball&date=2018-01-31,4,7,14,46,59,22,$128 Million,None,None,"CA, FL, MN"
https://www.powerball.com/draw-result?gc=powerball&date=2018-02-03,15,23,27,48,53,6,$149 Million,None,None,None
https://www.powerball.com/draw-result?gc=powerball&date=2018-02-07,23,34,35,40,47,10,$164 Million,None,None,None
https://www.powerball.com/draw-result?gc=powerball&date=2018-02-10,1,13,27,41,59,20,$185 Million,None,FL,"CA, TX"
https://www.powerball.com/draw-result?gc=powerball&date=2018-02-14,37,39,44,46,69,26,$204 Million,None,None,"CA, MA"
https://www.powerball.com/draw-result?gc=powerball&date=2018-02-17,13,26,39,44,62,2,$225 Million,None,None,"FL, OH"
https://www.powerball.com/draw-result?gc=powerball&date=2018-02-21,7,15,31,34,36,8,$245 Million,None,FL,None
https://www.powerball.com/draw-result?gc=powerball&date=2018-02-24,24,25,38,62,63,6,$271 Million,None,None,CA
https://www.powerball.com/draw-result?gc=powerball&date=2018-02-28,12,30,59,65,69,16,$294 Million,None,None,None
https://www.powerball.com/draw-result?gc=powerball&date=2018-03-03,13,17,25,36,40,5,$319 Million,None,FL,"CA (2), CO, NC, PA"
https://www.powerball.com/draw-result?gc=powerball&date=2018-03-07,6,13,19,36,51,18,$346 Million,None,None,"CA, NY (2)"
https://www.powerball.com/draw-result?gc=powerball&date=2018-03-10,43,44,54,61,69,22,$381 Million,None,IL,"FL, NY, WI"
https://www.powerball.com/draw-result?gc=powerball&date=2018-03-14,6,12,24,41,68,9,$417 Million,None,SC,TX
https://www.powerball.com/draw-result?gc=powerball&date=2018-03-17,22,57,59,60,66,7,$457 Million,PA,TX,"CA, MO"
https://www.powerball.com/draw-result?gc=powerball&date=2018-03-21,3,4,18,29,61,25,$40 Million,None,None,IL
https://www.powerball.com/draw-result?gc=powerball&date=2018-03-24,10,33,45,53,56,24,$56 Million,LA,None,"FL, MA"
